AnimalName,animalclass,animalbreed,animalcolour,animalgender,animaldesexed,suburb_name
Merlin,Standard - Both desexed & microchipped,Maltese,Cream,M,Y,KILBURN
Poncho,Standard - Both desexed & microchipped,Chihuahua,Tan,M,Y,KILBURN
BOOF,Standard - Pension,Siberian Husky,Tri Colour,M,Y,KILBURN
Myer,Non-Standard - Concession,Belgian Shepherd Dog (Malinois),Tri Colour,F,N,KILBURN
jasmine,Standard - Pension,Border Collie,Black,F,Y,KILBURN
Missy Marie,Non-Standard - Pension,Chihuahua,Tan,F,Y,KILBURN
Sally,Standard - Pension,Whippet,Tan,F,Y,KILBURN
Kooper,Standard - Pension,Maltese,White,M,Y,KILBURN
Rosie Gwatking,Non-Standard - Not desexed/microchipped,Terrier,Black,F,Y,KILBURN
Charlie,Standard - Both desexed & microchipped,Golden Retriever,Gold,M,Y,KILBURN
Sue,Standard - Pension,Shih Tzu,Brown,F,Y,KILBURN
Ralph,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brindle,M,Y,KILBURN
Lady,Non-Standard - Not desexed/microchipped,Cocker Spaniel,Black,F,Y,KILBURN
Billy,Non-Standard - Concession,West Highland White Terrier,White,M,N,KILBURN
Bonny,Non-Standard - Pension,West Highland White Terrier,White,F,N,KILBURN
Tommy,Standard - Both desexed & microchipped,Maltese,White,M,Y,KILBURN
Jessie,Non-Standard - Pension,American Staffordshire Terrier,Brown,F,N,KILBURN
Louis,Non-Standard - Pension,American Staffordshire Terrier,Beige,M,N,KILBURN
Nero,Standard - Pension,Jack Russell Terrier,Cream,M,Y,KILBURN
Chilli,Standard - Both desexed & microchipped,German Shepherd Dog,Black,F,Y,KILBURN
Missy,Standard - Both desexed & microchipped,Belgian Shepherd,Black,F,Y,KILBURN
Tosca,Standard - Both desexed & microchipped,Belgian Shepherd,Black,M,Y,KILBURN
Atticus,Standard - Pension,Australian Kelpie,Black,M,Y,KILBURN
Maddy,Non-Standard - Concession,Jack Russell Terrier,Black,M,Y,KILBURN
Ralphy,Non-Standard - Concession,Jack Russell Terrier,Brown,M,N,KILBURN
Shakira,Non-Standard - Concession,Jack Russell Terrier,Black,F,N,KILBURN
Meeka,Non-Standard - Concession,Pomeranian,Brown,F,N,KILBURN
Rimy,Non-Standard - Pension,American Staffordshire Terrier,White,M,N,KILBURN
Yuki,Standard - Both desexed & microchipped,Samoyed,White,M,Y,KILBURN
Zeus,Non-Standard - Not desexed/microchipped,Maltese,Brown,M,N,KILBURN
Coco,Non-Standard - Pension,American Staffordshire Terrier,Black,F,Y,KILBURN
Bonnie,Standard - Pension,Maltese,Sable,F,Y,KILBURN
Lucky,Non-Standard - Pension,Chihuahua,White,M,N,KILBURN
Monni Boy,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Tan,M,Y,KILBURN
Fador,Non-Standard - Pension,American Staffordshire Terrier,Brown,M,N,KILBURN
Undertaker,Non-Standard - Concession,Mastiff,Black,M,N,KILBURN
Coke,Non-Standard - Concession,Mastiff,White,M,N,KILBURN
Nikki,Standard - Both desexed & microchipped,Rottweiler,Black,F,Y,KILBURN
Bear,Non-Standard - Not desexed/microchipped,Rottweiler,Black,M,Y,KILBURN
Jack,Non-Standard - Pension,Jack Russell Terrier,Black,M,Y,KILBURN
Wilson,Assistance Dog,Terrier,Tri Colour,M,Y,KILBURN
Buddy,Standard - Both desexed & microchipped,Border Collie,Grey,M,Y,KILBURN
Summer,Standard - Both desexed & microchipped,Maltese,Black,F,Y,KILBURN
lucy,Standard - Both desexed & microchipped,Terrier,Black,F,Y,KILBURN
Jake,Standard - Both desexed & microchipped,Labrador Retriever,Black,M,Y,KILBURN
Woof Woof,Non-Standard - Pension,Terrier,Black,M,N,KILBURN
Mervyn,Standard - Both desexed & microchipped,Border Terrier,Brindle,M,Y,KILBURN
Pipi,Non-Standard - Not desexed/microchipped,Papillon,Black,M,N,KILBURN
Snowy,Non-Standard - Not desexed/microchipped,Pomeranian,White,F,Y,KILBURN
Blondie,Non-Standard - Pension,Chihuahua,Cream,F,N,KILBURN
Sasha,Standard - Both desexed & microchipped,Nova Scotia Duck Tolling Retriever,Orange,F,Y,KILBURN
Polly,Standard - Both desexed & microchipped,Cocker Spaniel,Brown,F,Y,KILBURN
Casper,Non-Standard - Not desexed/microchipped,Jack Russell Terrier,White,M,N,KILBURN
Bella,Non-Standard - Not desexed/microchipped,Australian Cattle Dog,White,F,N,KILBURN
Miss,Non-Standard - Concession,Shar Pei,Tan,F,N,KILBURN
OOrrla,Standard - Both desexed & microchipped,Australian Cattle Dog,Red,M,Y,KILBURN
Suka,Non-Standard - Pension,Australian Kelpie,Black,F,Y,KILBURN
Sophie,Standard - Pension,Maltese,White,F,Y,KILBURN
Sabrina Sheridan,Non-Standard - Pension,Chihuahua,White,F,Y,KILBURN
Pepper,Standard - Both desexed & microchipped,Poodle (Toy),Sandy,F,Y,KILBURN
Twain,Non-Standard - Not desexed/microchipped,Poodle (Toy),Caramel,M,N,KILBURN
Yuri,Standard - Both desexed & microchipped,Jack Russell Terrier,Black,M,Y,KILBURN
Coda,AWL/RSPCA 1st Free,Labrador Retriever,White,M,Y,KILBURN
Coda,AWL/RSPCA 1st Free,Labrador Retriever,White,M,Y,KILBURN
Bronson,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Tan,M,Y,KILBURN
Shadow,Non-Standard - Pension,Shih Tzu,White,M,Y,KILBURN
Defa,Non-Standard - Pension,Terrier,White,M,N,KILBURN
Winston,Standard - Both desexed & microchipped,Scottish Terrier,Black,M,Y,KILBURN
Shorty,Non-Standard - Concession,Chihuahua,Tan,M,N,KILBURN
Cooper,Non-Standard - Not desexed/microchipped,Maltese,Cream,M,N,KILBURN
Jesse,Standard - Both desexed & microchipped,Jack Russell Terrier,Tri Colour,F,Y,KILBURN
Tank,Non-Standard - Not desexed/microchipped,Rottweiler,Black,M,N,KILBURN
Roxy,Non-Standard - Concession,Boxer,Brown,F,N,KILBURN
Lillie,Non-Standard - Concession,American Staffordshire Terrier,White,F,N,KILBURN
Cheaster,Non-Standard - Concession,American Staffordshire Terrier,Tan,M,N,KILBURN
Sophie,Standard - Pension,Maltese,White,F,Y,KILBURN
Jag,Standard - Pension,Maltese,White,M,Y,KILBURN
Mack,Non-Standard - Not desexed/microchipped,American Staffordshire Terrier,Black,M,N,KILBURN
Stella,Non-Standard - Not desexed/microchipped,American Staffordshire Terrier,Black,F,N,KILBURN
Emma,Non-Standard - Not desexed/microchipped,Australian Cattle Dog,Brindle,F,Y,KILBURN
Bonnie,Non-Standard - Concession,Staffordshire Bull Terrier,White,F,N,KILBURN
Alfie,Standard - Both desexed & microchipped,Poodle (Toy),Tan,M,Y,KILBURN
Odin,Non-Standard - Not desexed/microchipped,Australian Cattle Dog,Grey,M,N,KILBURN
Maxxi,Standard - Both desexed & microchipped,Jack Russell Terrier,White,M,Y,KILBURN
Louie,Non-Standard - Pension,Large Munsterlander,Black,M,N,KILBURN
Max,Standard - Both desexed & microchipped,Australian Kelpie,Black,M,Y,KILBURN
Sophie,Non-Standard - Pension,Maltese,White,F,Y,KILBURN
Sasha,Non-Standard - Concession,British Bulldog,Brindle,F,N,KILBURN
Meeka,Non-Standard - Concession,American Staffordshire Terrier,White,F,N,KILBURN
Willow,Standard - Pension,Greyhound,Orange,F,Y,KILBURN
LuLu,Standard - Pension,Staffordshire Bull Terrier,White,F,Y,KILBURN
Alvin,Standard - Both desexed & microchipped,Beagle,Tan,M,Y,KILBURN
Nina,Non-Standard - Concession,American Staffordshire Terrier,Brown,F,N,KILBURN
Speedy,Non-Standard - Pension,Shepherd,Black,F,N,KILBURN
banjo,Standard - Pension,Chihuahua (Long Coat),Brown,M,Y,KILBURN
Ruby Leaver,Non-Standard - Pension,Chihuahua,Brown,F,N,KILBURN
Jack,Standard - Pension,Jack Russell Terrier,Brown,M,Y,KILBURN
Spike,Standard - Pension,Maltese,White,M,Y,KILBURN
Luga,Non-Standard - Concession,British Bulldog,Unknown,F,N,KILBURN
Montenegro,Standard - Pension,Jack Russell Terrier,Black,M,Y,KILBURN
Beboy,Non-Standard - Concession,Staffordshire Bull Terrier,Black,F,N,KILBURN
Sally,Standard - Both desexed & microchipped,Pomeranian,Tan,F,Y,KILBURN
Peppie,Standard - Both desexed & microchipped,Cocker Spaniel,Gold,M,Y,KILBURN
Banksy,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brindle,M,Y,KILBURN
Pickles,Standard - Both desexed & microchipped,French Bulldog,Black,M,Y,KILBURN
Zimira,Non-Standard - Pension,French Bulldog,Fawn,F,N,KILBURN
Wally,Standard - Concession,American Staffordshire Terrier,White,M,Y,KILBURN
Keisha,Standard - Concession,Bull Terrier,Brindle,F,Y,KILBURN
Eugene,Standard - Pension,Maltese,White,M,Y,KILBURN
Toby,Standard - Pension,Maltese,Fawn,M,Y,KILBURN
Tbone,Non-Standard - Concession,Australian Kelpie,Black,M,N,KILBURN
RA,Non-Standard - Pension,Italian Greyhound,Tan,M,N,KILBURN
Bella,Non-Standard - Pension,Italian Greyhound,Tan,F,N,KILBURN
Lulu,Standard - Both desexed & microchipped,Maltese,Black,F,Y,KILBURN
Shayna,Standard - Pension,Pomeranian,Beige,F,Y,KILBURN
Keyla,Standard - Pension,Staffordshire Bull Terrier,Tan,F,Y,KILBURN
Kenzie,Standard - Pension,Staffordshire Bull Terrier,Black,M,Y,KILBURN
Sweetie,Standard - Concession,Terrier,Tan,F,Y,KILBURN
Jacob Black,Standard - Concession,German Shepherd Dog,Black,M,Y,KILBURN
Diesel,Standard - Pension,Terrier,Tri Colour,F,Y,KILBURN
Bones,Non-Standard - Pension,Boxer,Black,M,Y,KILBURN
Kia,Standard - Concession,Belgian Shepherd Dog (Malinois),White,F,Y,KILBURN
Dolly,Non-Standard - Pension,Chihuahua,Black,F,N,KILBURN
Wally,Non-Standard - Not desexed/microchipped,Terrier,Black,M,Y,KILBURN
Ruby,Standard - Both desexed & microchipped,Rottweiler,Black,F,Y,KILBURN
Chaen Ky,Non-Standard - Not desexed/microchipped,Terrier,Black,M,N,KILBURN
Kody,Standard - Both desexed & microchipped,Australian Kelpie,Black,M,Y,KILBURN
Lucky,Non-Standard - Not desexed/microchipped,Terrier,Tan,F,N,KILBURN
Shrek,Standard - Pension,Shar Pei,Brown,M,Y,KILBURN
Cougar,Non-Standard - Not desexed/microchipped,Rottweiler,White,M,N,KILBURN
Bowser,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Black,F,Y,KILBURN
Thyra,Standard - Both desexed & microchipped,Great Dane,Black,F,Y,KILBURN
Prince,Standard - Both desexed & microchipped,%Aki%     ,Brown,M,Y,KILBURN
Simba,Standard - Pension,Staffordshire Bull Terrier,Brindle,F,Y,KILBURN
Bizzo,Non-Standard - Pension,Border Collie,Black,F,N,KILBURN
Haylee,Standard - Pension,German Coolie,Blue,F,Y,KILBURN
Dukella,Non-Standard - Pension,Australian Kelpie,Brown,F,Y,KILBURN
Benson,Standard - Both desexed & microchipped,Australian Kelpie,Black,M,Y,KILBURN
Annie,Standard - Both desexed & microchipped,Australian Cattle Dog,Red,F,Y,KILBURN
Cindy,Standard - Both desexed & microchipped,Maltese,White,F,Y,KILBURN
Rebel,Standard - Concession,Australian Kelpie,Black,M,Y,KILBURN
Krueger,Non-Standard - Pension,Pug,Tan,M,N,KILBURN
Karli Boots,Standard - Concession,American Staffordshire Terrier,Blue,F,Y,KILBURN
Scampi,Standard - Pension,Jack Russell Terrier,White,F,Y,KILBURN
Ollie,Non-Standard - Concession,Labrador Retriever,Black,M,Y,KILBURN
Cookie,Non-Standard - Concession,Bichon Frise,Black,F,N,KILBURN
Penny,Non-Standard - Pension,Jack Russell Terrier,Black,F,N,KILBURN
Nudge,Standard - Both desexed & microchipped,Bull Terrier,Brindle,M,Y,KILBURN
Bella,Standard - Concession,German Shepherd Dog,Black,F,Y,KILBURN
Pebbles,Standard - Both desexed & microchipped,Labrador Retriever,Gold,F,Y,KILBURN
Axel,Standard - Concession,Siberian Husky,Red,M,Y,KILBURN
Kaya,Standard - Concession,Australian Kelpie,Black,F,Y,KILBURN
Sasha,Standard - Concession,Staffordshire Bull Terrier,Brindle,F,Y,KILBURN
Dora,Non-Standard - Pension,Boxer,Brindle,F,N,KILBURN
Habibi,Standard - Concession,Staffordshire Bull Terrier,Black,F,Y,KILBURN
Ned,Standard - Concession,American Staffordshire Terrier,Tan,M,Y,KILBURN
Sally,Non-Standard - Concession,Chihuahua,Unknown,F,N,KILBURN
Missy,Standard - Concession,Terrier,White,F,Y,KILBURN
Accallia,Standard - Both desexed & microchipped,Akita,Black,F,Y,KILBURN
Kindle,Standard - Both desexed & microchipped,Terrier,Blue,F,Y,KILBURN
Roxy,Standard - Both desexed & microchipped,Labrador Retriever,Chocolate,F,Y,KILBURN
Abby,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Tan,F,N,KILBURN
Stormy,Non-Standard - Not desexed/microchipped,German Shepherd Dog,Black,F,N,KILBURN
Snowy,Standard - Pension,Staffordshire Bull Terrier,White,F,Y,KILBURN
Diesel,Standard - Both desexed & microchipped,Siberian Husky,White,M,Y,KILBURN
Boof,Non-Standard - Not desexed/microchipped,Bullmastiff,Tan,M,N,KILBURN
Patchy,Standard - Pension,Chihuahua,White,M,Y,KILBURN
Leo,Standard - Both desexed & microchipped,St. Bernard,Tri Colour,M,Y,KILBURN
Kodak,Standard - Both desexed & microchipped,Australian Kelpie,Black,F,Y,KILBURN
Mika Barklett,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Brindle,F,Y,KILBURN
Chelsea,Non-Standard - Concession,Staffordshire Bull Terrier,Red,F,Y,KILBURN
Scout,Non-Standard - Concession,Staffordshire Bull Terrier,White,F,N,KILBURN
Zoe,Standard - Both desexed & microchipped,Shih Tzu,Black,F,Y,KILBURN
Ruby,Standard - Both desexed & microchipped,Australian Kelpie,Black,F,Y,KILBURN
Bobby,Standard - Pension,Beagle,Tri Colour,M,Y,KILBURN
Bruisa,Non-Standard - Concession,American Staffordshire Terrier,Tan,M,N,KILBURN
monty fishcer,Standard - Pension,Cocker Spaniel,Gold,M,Y,KILBURN
Sasha,Standard - Pension,Jack Russell Terrier,Brown,F,Y,KILBURN
Jack,Non-Standard - Concession,Staffordshire Bull Terrier,White,M,N,KILBURN
Kali,Standard - Both desexed & microchipped,German Shepherd Dog,Black,F,Y,KILBURN
Wollie,Standard - Pension,Maltese,White,M,Y,KILBURN
Rahni,Standard - Pension,German Shepherd Dog,Black,F,Y,KILBURN
Rima,Standard - Pension,Staffordshire Bull Terrier,White,F,Y,KILBURN
Mini,Non-Standard - Pension,Chihuahua,Black,F,N,KILBURN
Sammy,Non-Standard - Pension,Staffordshire Bull Terrier,Red,M,N,KILBURN
Dot,Non-Standard - Pension,American Staffordshire Terrier,White,F,N,KILBURN
Rusty,Non-Standard - Concession,Siberian Husky,Black,M,Y,KILBURN
Millie,Standard - Pension,Staffordshire Bull Terrier,Brindle,F,Y,KILBURN
Zeus,Non-Standard - Concession,German Shepherd Dog (Long Stock Coat),Black,M,N,KILBURN
Angel,Standard - Pension,Staffordshire Bull Terrier,Black,F,Y,KILBURN
Waffles,Standard - Both desexed & microchipped,Shih Tzu,White,F,Y,KILBURN
Bentley,Non-Standard - Pension,Belgian Shepherd Dog (Malinois),Black,M,N,KILBURN
Gucci,Non-Standard - Concession,American Staffordshire Terrier,Red,F,N,KILBURN
Yuki,Standard - Concession,Staffordshire Bull Terrier,White,F,Y,KILBURN
Nelly,Non-Standard - Pension,Maltese,Tan,F,Y,KILBURN
Chelsea,Standard - Pension,Chihuahua,Black,F,Y,KILBURN
Lilly,Standard - Pension,Maltese,White,F,Y,KILBURN
Sooty,Non-Standard - Pension,Schipperke,Black,M,N,KILBURN
Oscar,Standard - Pension,Poodle (Toy),Gold,M,Y,KILBURN
Ponchek,Standard - Both desexed & microchipped,Chihuahua (Smooth Coat),Fawn,M,Y,KILBURN
Chelsea,Standard - Pension,Chihuahua,Black,F,Y,KILBURN
Lilly,Standard - Pension,Maltese,White,F,Y,KILBURN
Neo,Non-Standard - Not desexed/microchipped,Chihuahua,White,M,N,KILBURN
Penny,Standard - Pension,Maltese,Grey,F,Y,KILBURN
Ruby Solari,Standard - Both desexed & microchipped,Cocker Spaniel,Tan,F,Y,KILBURN
Coco,Non-Standard - Not desexed/microchipped,British Bulldog,White,F,Y,KILBURN
Harley,Non-Standard - Not desexed/microchipped,Maltese,White,M,Y,KILBURN
Zoe Rainbow Fiegert,Standard - Both desexed & microchipped,Dachshund (Miniature),Black,F,Y,KILBURN
Dougal,Standard - Both desexed & microchipped,Maltese,White,M,Y,KILBURN
Cheeky,Standard - Both desexed & microchipped,Jack Russell Terrier,Brown,F,Y,KILBURN
Maggie,Standard - Concession,Border Collie,Black,F,Y,KILBURN
Zeus,Non-Standard - Pension,Spaniel,White,M,N,KILBURN
Molly,Non-Standard - Pension,Australian Cattle Dog,Black,F,N,KILBURN
Bella,Standard - Both desexed & microchipped,Jack Russell Terrier,Black,F,Y,KILBURN
Bandit,Standard - Pension,Maltese,Black,M,Y,KILBURN
Eddie,Standard - Both desexed & microchipped,Greyhound,Black,M,Y,KILBURN
Maddie,Non-Standard - Not desexed/microchipped,Border Collie,Black,F,N,KILBURN
Dallas,Standard - Both desexed & microchipped,Australian Kelpie,Brown,F,Y,KILBURN
Tessa,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,KILBURN
Sam,Non-Standard - Not desexed/microchipped,Maltese,White,M,N,KILBURN
Tony,Non-Standard - Pension,Chihuahua,Brown,M,N,KILBURN
Franklin,Standard - Both desexed & microchipped,Border Collie,White,M,Y,KILBURN
Bobby,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Blue,M,Y,KILBURN
Milo,Non-Standard - Not desexed/microchipped,Shih Tzu,White,M,N,KILBURN
Missy,Non-Standard - Not desexed/microchipped,Shih Tzu,White,F,N,KILBURN
Ginny,Standard - Both desexed & microchipped,Australian Kelpie,Red,F,Y,KILBURN
Bobby,Standard - Pension,Jack Russell Terrier,Tan,M,Y,KILBURN
Rex,Non-Standard - Concession,Lhasa Apso,Black,M,N,KILBURN
Thelma,Standard - Both desexed & microchipped,Australian Kelpie,Black,F,Y,KILBURN
Mutley,Standard - Pension,Chihuahua,White,M,Y,KILBURN
Molly,Non-Standard - Pension,Maltese,White,F,N,KILBURN
Snowy,Non-Standard - Pension,Shih Tzu,White,F,N,KILBURN
Badger,Non-Standard - Pension,Pomeranian,Tan,M,N,KILBURN
Coco,Standard - Both desexed & microchipped,Poodle (Toy),White,M,Y,KILBURN
Sasha,Standard - Pension,Australian Kelpie,Black,F,Y,KILBURN
Scooby,Non-Standard - Pension,Jack Russell Terrier,Tan,M,N,KILBURN
Scrappy,Standard - Both desexed & microchipped,Terrier,White,F,Y,KILBURN
Boris,Standard - Both desexed & microchipped,Beagle,Tri Colour,M,Y,KILBURN
Jerry,Non-Standard - Concession,Jack Russell Terrier,Brown,M,N,KILBURN
Leo,Non-Standard - Pension,Border Collie,Brown,M,Y,KILBURN
Charlie,Non-Standard - Not desexed/microchipped,Chihuahua,Brown,M,N,KILBURN
Eddie,Standard - Both desexed & microchipped,Greyhound,Black,M,Y,KILBURN
Lucky,Standard - Pension,Jack Russell Terrier,White,F,Y,KILBURN
Minnie,Non-Standard - Pension,Chihuahua,Black,F,Y,KILBURN
Leo,Non-Standard - Pension,Chihuahua,Tan,M,N,KILBURN
Simba,Non-Standard - Pension,Pomeranian,Gold,M,N,KILBURN
Kooba,Standard - Pension,Akita,Sable,F,Y,KILBURN
Agapi,Non-Standard - Not desexed/microchipped,Labrador Retriever,Yellow,F,N,KILBURN
Darby,Standard - Pension,Australian Cattle Dog,Blue,M,Y,KILBURN
Ira,Standard - Both desexed & microchipped,Australian Terrier,Black,M,Y,KILBURN
Walter,Standard - Both desexed & microchipped,Anatolian Shepherd Dog,Black,M,Y,KILBURN
Ursula,Standard - Pension,Dobermann,Black,F,Y,KILBURN
Flash,Standard - Pension,American Staffordshire Terrier,Brindle,M,Y,KILBURN
Michelangelo,Standard - Pension,Cavalier King Charles Spaniel,Blenheim,M,Y,KILBURN
Rafael,Non-Standard - Pension,Chihuahua,Tri Colour,M,Y,KILBURN
Duke,Non-Standard - Pension,German Shepherd Dog,Sable,M,N,KILBURN
Taco,Non-Standard - Concession,Chihuahua,Fawn,M,N,KILBURN
Ziggy,Non-Standard - Concession,Chihuahua,Brown,F,N,KILBURN
Coco,Non-Standard - Not desexed/microchipped,Pomeranian,Beige,F,N,KILBURN
Popeye,Standard - Both desexed & microchipped,Japanese Spitz,White,M,Y,KILBURN
Asha,Standard - Both desexed & microchipped,American Staffordshire Terrier,Black,F,Y,KILBURN
Penny,Standard - Pension,Bichon Frise,White,F,Y,KILBURN
Jet,Standard - Both desexed & microchipped,Great Dane,Black,M,Y,KILBURN
Jack,Non-Standard - Concession,Jack Russell Terrier,White,M,N,KILBURN
Lucky,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,Brown,M,Y,KILBURN
SUNNY,Non-Standard - Pension,Maltese,White,M,Y,KILBURN
Honey,Standard - Both desexed & microchipped,Australian Kelpie,Black,F,Y,KILBURN
Susie,Non-Standard - Pension,Jack Russell Terrier,Blonde,F,N,KILBURN
Tiny Bird,Non-Standard - Concession,Chihuahua,White,M,N,KILBURN
Leena,Non-Standard - Concession,Australian Kelpie,Tan,F,N,KILBURN
Beau,Non-Standard - Pension,Maltese,Tan,M,N,KILBURN
Bella,Non-Standard - Concession,Maltese,Black,F,N,KILBURN
Lexi,Non-Standard - Concession,Maltese,White,F,N,KILBURN
Sarge,Standard - Both desexed & microchipped,Great Dane,Black,M,Y,KILBURN
Molly,Standard - Both desexed & microchipped,Maltese,White,F,Y,KILBURN
Sam,Non-Standard - Not desexed/microchipped,Maltese,White,M,N,KILBURN
Quinn,Standard - Both desexed & microchipped,Chihuahua,Black,F,Y,KILBURN
Ruby,Non-Standard - Pension,Maltese,White,F,N,KILBURN
Panda,Non-Standard - Not desexed/microchipped,Shih Tzu,Black,M,Y,KILBURN
Honey,Assistance Dog,Labrador Retriever,Gold,F,Y,KILBURN
Bond,Standard - Both desexed & microchipped,Greyhound,Black,M,Y,KILBURN
Lollie Blossom,Standard - Both desexed & microchipped,Shih Tzu,White,F,Y,KILBURN
Lizzy,Standard - Both desexed & microchipped,West Highland White Terrier,White,F,Y,KILBURN
Catie,Non-Standard - Pension,Chihuahua,Black,F,Y,KILBURN
Kyano,Standard - Both desexed & microchipped,Siberian Husky,Brown,M,Y,KILBURN
Hugo,Standard - Both desexed & microchipped,Bichon Frise,White,M,Y,KILBURN
Lucy,Standard - Both desexed & microchipped,West Highland White Terrier,White,F,Y,KILBURN
Cooper,Standard - Both desexed & microchipped,Maltese,White,M,Y,KILBURN
Bambi,Standard - Both desexed & microchipped,Poodle (Toy),Gold,F,Y,KILBURN
Mishek/Mishee,Non-Standard - Not desexed/microchipped,Poodle (Toy),Apricot,M,N,KILBURN
Molly,Standard - Both desexed & microchipped,Australian Kelpie,Red,F,Y,KILBURN
Clint,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Brown,M,N,KILBURN
Bailey,Standard - Both desexed & microchipped,Havanese,White,M,Y,KILBURN
Jasper,Non-Standard - Not desexed/microchipped,Maltese,Tan,M,Y,KILBURN
Jackson,Standard - Both desexed & microchipped,Labrador Retriever,Chocolate,M,Y,KILBURN
millie,Standard - Both desexed & microchipped,Maltese,White,F,Y,KILBURN
Tyson,Standard - Pension,American Staffordshire Terrier,Brown,M,Y,KILBURN
Jackie,Non-Standard - Not desexed/microchipped,Maltese,Tan,F,N,KILBURN
Yuki,Standard - Both desexed & microchipped,Maltese,White,M,Y,KILBURN
Murphy,Standard - Both desexed & microchipped,Pomeranian,Black,M,Y,KILBURN
Diesel,Standard - Concession,Rottweiler,Black,M,Y,KILBURN
Roxy,Standard - Concession,Rottweiler,White,F,Y,KILBURN
Bundaberg,Standard - Concession,Poodle (Toy),White,M,Y,KILBURN
Miss Kitty,Non-Standard - Pension,Whippet,White,F,N,KILBURN
Timbit,Standard - Both desexed & microchipped,Poodle (Toy),Red,M,Y,KILBURN
Jack,Non-Standard - Pension,Jack Russell Terrier,Tri Colour,M,Y,KILBURN
Poppy,Standard - Both desexed & microchipped,Maltese,White,F,Y,KILBURN
Danny,Standard - Both desexed & microchipped,Papillon,Black,M,Y,KILBURN
Diesel,Standard - Both desexed & microchipped,Papillon,Black,M,Y,KILBURN
Harry,Non-Standard - Not desexed/microchipped,Golden Retriever,Brown,M,N,KILBURN
Bandit,Standard - Both desexed & microchipped,Australian Cattle Dog,Blue,M,Y,KILBURN
Buzz,Standard - Both desexed & microchipped,Beagle,Black,M,Y,KILBURN
Sash,Standard - Both desexed & microchipped,Siberian Husky,Apricot,M,Y,KILBURN
Zorro,Non-Standard - Not desexed/microchipped,Siberian Husky,Grey,M,N,KILBURN
Matilda,Standard - Pension,Poodle (Toy),Grey,F,Y,KILBURN
Rusty,Standard - Both desexed & microchipped,Australian Cattle Dog,Red,M,Y,KILBURN
Flossie,Standard - Pension,Shih Tzu,White,F,Y,KILBURN
Benny,Standard - Pension,Bichon Frise,White,M,Y,KILBURN
Lester,Standard - Both desexed & microchipped,Shih Tzu,White,M,Y,KILBURN
Tanky Tank,Standard - Both desexed & microchipped,Shar Pei,Fawn,M,Y,KILBURN
Choppa,Non-Standard - Pension,Staffordshire Bull Terrier,Tan,M,Y,KILBURN
Charlie,Standard - Pension,Labrador Retriever,Black,M,Y,KILBURN
Oscar,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,Brown,M,Y,KILBURN
Austin,Standard - Both desexed & microchipped,West Highland White Terrier,White,M,Y,KILBURN
Oscar,Non-Standard - Not desexed/microchipped,Maltese,White,M,N,KILBURN
Bear,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Black,M,N,KILBURN
Lulubell,Non-Standard - Pension,Maltese,White,F,N,KILBURN
Andy,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Tan,M,Y,KILBURN
Rusty,Standard - Pension,Staffordshire Bull Terrier,Brindle,M,Y,KILBURN
Dougal,Standard - Pension,Maltese,White,M,Y,KILBURN
Jimmy,Standard - Both desexed & microchipped,Chihuahua,White,M,Y,KILBURN
Chelsea,Standard - Pension,Chihuahua,Black,F,Y,KILBURN
Lilly,Standard - Pension,Maltese,White,F,Y,KILBURN
Lucy,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,KILBURN
Toby,Standard - Both desexed & microchipped,West Highland White Terrier,White,M,Y,KILBURN
Sunshine,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Red,M,N,KILBURN
Hunter,Non-Standard - Not desexed/microchipped,Australian Kelpie,Black,M,N,KILBURN
Ruby,Standard - Both desexed & microchipped,Siberian Husky,Black,F,Y,KILBURN
Lulu,Non-Standard - Not desexed/microchipped,Pug,Tan,F,N,KILBURN
Lucy,Standard - Concession,Rottweiler,Black,F,Y,KILBURN
Bubblegum,Non-Standard - Concession,Jack Russell Terrier,Black,M,N,KILBURN
Billy,Standard - Both desexed & microchipped,Beagle,Fawn,M,Y,KILBURN
Jack,Standard - Both desexed & microchipped,Jack Russell Terrier,Tri Colour,M,Y,KILBURN
Wilson,Standard - Both desexed & microchipped,Boxer,Brindle,M,Y,KILBURN
Libby,Non-Standard - Not desexed/microchipped,Greyhound,Fawn,F,N,KILBURN
Ludo,Standard - Both desexed & microchipped,American Staffordshire Terrier,Red,M,Y,KILBURN
Ronald,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Black,M,Y,KILBURN
